CODIGO MUNICIPIO;LATITUDE;LONGITUDE;;;;;CÓDIGO MUNICÍPIO;UF;NOME MUNICIPIO;LAT;LONG
314590;-20.52;-43.69;;;;;314620;MG;Ouro Verde de Minas;-18.07;-41.27
314600;-22.28;-46.36;;;;;314625;MG;Padre Carvalho;-16.36;-42.51
314610;-20.28;-43.5;;;;;314630;MG;Padre Paraíso;-17.07;-41.52
314620;-18.07;-41.27;;;;;314640;MG;Paineiras;-18.9;-45.53
314625;-16.36;-42.51;;;;;314650;MG;Pains;-20.37;-45.66
314630;-17.07;-41.52;;;;;314655;MG;Pai Pedro;-15.51;-43.06
314640;-18.9;-45.53;;;;;314660;MG;Paiva;-21.28;-43.41
314650;-20.37;-45.66;;;;;314670;MG;Palma;-21.37;-42.31
314655;-15.51;-43.06;;;;;314675;MG;Palmópolis;-16.73;-40.41
314660;-21.28;-43.41;;;;;314690;MG;Papagaios;-19.44;-44.74
314670;-21.37;-42.31;;;;;314700;MG;Paracatu;-17.22;-46.87
314675;-16.73;-40.41;;;;;314710;MG;Pará de Minas;-19.86;-44.6
314690;-19.44;-44.74;;;;;314720;MG;Paraguaçu;-21.54;-45.73
314700;-17.22;-46.87;;;;;314730;MG;Paraisópolis;-22.55;-45.77
314710;-19.86;-44.6;;;;;314740;MG;Paraopeba;-19.27;-44.4
314720;-21.54;-45.73;;;;;314750;MG;Passabém;-19.35;-43.13
314730;-22.55;-45.77;;;;;314760;MG;Passa Quatro;-22.38;-44.96
314740;-19.27;-44.4;;;;;314770;MG;Passa Tempo;-20.65;-44.49
314750;-19.35;-43.13;;;;;314780;MG;Passa-Vinte;-22.2;-44.23
314760;-22.38;-44.96;;;;;314790;MG;Passos;-20.71;-46.61
314770;-20.65;-44.49;;;;;314795;MG;Patis;-16.07;-44.08
314780;-22.2;-44.23;;;;;314800;MG;Patos de Minas;-18.57;-46.51
314790;-20.71;-46.61;;;;;314810;MG;Patrocínio;-18.94;-46.99
314795;-16.07;-44.08;;;;;314820;MG;Patrocínio do Muriaé;-21.15;-42.21
314800;-18.57;-46.51;;;;;314830;MG;Paula Cândido;-20.87;-42.97
314810;-18.94;-46.99;;;;;314840;MG;Paulistas;-18.42;-42.86
314820;-21.15;-42.21;;;;;314850;MG;Pavão;-17.42;-40.99
314830;-20.87;-42.97;;;;;314860;MG;Peçanha;-18.54;-42.55
314840;-18.42;-42.86;;;;;314870;MG;Pedra Azul;-16;-41.29
314850;-17.42;-40.99;;;;;314875;MG;Pedra Bonita;-20.52;-42.33
314860;-18.54;-42.55;;;;;314880;MG;Pedra do Anta;-20.59;-42.71
314870;-16;-41.29;;;;;314890;MG;Pedra do Indaiá;-20.25;-45.2
314875;-20.52;-42.33;;;;;314900;MG;Pedra Dourada;-20.82;-42.15
314880;-20.59;-42.71;;;;;314910;MG;Pedralva;-22.24;-45.46
314890;-20.25;-45.2;;;;;314915;MG;Pedras de Maria da Cruz;-15.6;-44.39
314900;-20.82;-42.15;;;;;314920;MG;Pedrinópolis;-19.22;-47.46
314910;-22.24;-45.46;;;;;314930;MG;Pedro Leopoldo;-19.61;-44.04
314915;-15.6;-44.39;;;;;314940;MG;Pedro Teixeira;-21.7;-43.74
314920;-19.22;-47.46;;;;;314950;MG;Pequeri;-21.83;-43.12
314930;-19.61;-44.04;;;;;314960;MG;Pequi;-19.63;-44.65
314940;-21.7;-43.74;;;;;314970;MG;Perdigão;-19.95;-45.08
314950;-21.83;-43.12;;;;;314980;MG;Perdizes;-19.35;-47.29
314960;-19.63;-44.65;;;;;314990;MG;Perdões;-21.09;-45.09
314970;-19.95;-45.08;;;;;314995;MG;Periquito;-19.15;-42.23
314980;-19.35;-47.29;;;;;315000;MG;Pescador;-18.35;-41.59
314990;-21.09;-45.09;;;;;315010;MG;Piau;-21.5;-43.32
314995;-19.15;-42.23;;;;;315015;MG;Piedade de Caratinga;-19.75;-42.07
315000;-18.35;-41.59;;;;;315020;MG;Piedade de Ponte Nova;-20.24;-42.73
315010;-21.5;-43.32;;;;;315030;MG;Piedade do Rio Grande;-21.46;-44.19
315015;-19.75;-42.07;;;;;315040;MG;Piedade dos Gerais;-20.47;-44.22
315020;-20.24;-42.73;;;;;315050;MG;Pimenta;-20.48;-45.79
315030;-21.46;-44.19;;;;;315053;MG;Pingo-d`Água;-19.72;-42.4
315040;-20.47;-44.22;;;;;315057;MG;Pintópolis;-16.05;-45.15
315050;-20.48;-45.79;;;;;315060;MG;Piracema;-20.5;-44.48
315053;-19.72;-42.4;;;;;315070;MG;Pirajuba;-19.9;-48.7
315057;-16.05;-45.15;;;;;315080;MG;Piranga;-20.68;-43.29
315060;-20.5;-44.48;;;;;315090;MG;Piranguçu;-22.52;-45.49
315070;-19.9;-48.7;;;;;315100;MG;Piranguinho;-22.4;-45.53
315080;-20.68;-43.29;;;;;315110;MG;Pirapetinga;-21.65;-42.34
315090;-22.52;-45.49;;;;;315120;MG;Pirapora;-17.34;-44.94
315100;-22.4;-45.53;;;;;315130;MG;Piraúba;-21.27;-43.02
315110;-21.65;-42.34;;;;;315140;MG;Pitangui;-19.68;-44.88
315120;-17.34;-44.94;;;;;315150;MG;Piumhi;-20.46;-45.95
315130;-21.27;-43.02;;;;;315160;MG;Planura;-20.13;-48.7
315140;-19.68;-44.88;;;;;315170;MG;Poço Fundo;-21.78;-45.96
315150;-20.46;-45.95;;;;;315180;MG;Poços de Caldas;-21.78;-46.56
315160;-20.13;-48.7;;;;;315190;MG;Pocrane;-19.62;-41.63
315170;-21.78;-45.96;;;;;315200;MG;Pompéu;-19.22;-44.93
315180;-21.78;-46.56;;;;;315210;MG;Ponte Nova;-20.41;-42.9
315190;-19.62;-41.63;;;;;315213;MG;Ponto Chique;-16.63;-45.06
315200;-19.22;-44.93;;;;;315217;MG;Ponto dos Volantes;-16.75;-41.5
315210;-20.41;-42.9;;;;;315220;MG;Porteirinha;-15.74;-43.02
315213;-16.63;-45.06;;;;;315230;MG;Porto Firme;-20.67;-43.08
315217;-16.75;-41.5;;;;;315240;MG;Poté;-17.8;-41.78
315220;-15.74;-43.02;;;;;315250;MG;Pouso Alegre;-22.22;-45.93
315230;-20.67;-43.08;;;;;315260;MG;Pouso Alto;-22.19;-44.97
315240;-17.8;-41.78;;;;;315270;MG;Prados;-21.05;-44.08
315250;-22.22;-45.93;;;;;315280;MG;Prata;-19.3;-48.92
315260;-22.19;-44.97;;;;;315290;MG;Pratápolis;-20.74;-46.86
315270;-21.05;-44.08;;;;;315300;MG;Pratinha;-19.75;-46.37
315280;-19.3;-48.92;;;;;315310;MG;Presidente Bernardes;-20.76;-43.18
315290;-20.74;-46.86;;;;;315320;MG;Presidente Juscelino;-18.63;-44.05
315300;-19.75;-46.37;;;;;315330;MG;Presidente Kubitschek;-18.61;-43.56
315310;-20.76;-43.18;;;;;315340;MG;Presidente Olegário;-18.41;-46.41
315320;-18.63;-44.05;;;;;315350;MG;Alto Jequitibá;-20.42;-41.96
315330;-18.61;-43.56;;;;;315360;MG;Prudente de Morais;-19.48;-44.15
315340;-18.41;-46.41;;;;;315370;MG;Quartel Geral;-19.27;-45.55
315350;-20.42;-41.96;;;;;315380;MG;Queluzito;-20.73;-43.88
315360;-19.48;-44.15;;;;;315390;MG;Raposos;-19.96;-43.8
315370;-19.27;-45.55;;;;;315400;MG;Raul Soares;-20.1;-42.45
315380;-20.73;-43.88;;;;;315410;MG;Recreio;-21.52;-42.46
315390;-19.96;-43.8;;;;;315415;MG;Reduto;-20.23;-41.98
315400;-20.1;-42.45;;;;;315420;MG;Resende Costa;-20.92;-44.23
315410;-21.52;-42.46;;;;;315430;MG;Resplendor;-19.32;-41.25
315415;-20.23;-41.98;;;;;315440;MG;Ressaquinha;-21.06;-43.76
315420;-20.92;-44.23;;;;;315445;MG;Riachinho;-16.22;-45.99
315430;-19.32;-41.25;;;;;315450;MG;Riacho dos Machados;-16;-43.04
315440;-21.06;-43.76;;;;;315460;MG;Ribeirão das Neves;-19.76;-44.08
315445;-16.22;-45.99;;;;;315470;MG;Ribeirão Vermelho;-21.19;-45.06
315450;-16;-43.04;;;;;315480;MG;Rio Acima;-20.08;-43.78
315460;-19.76;-44.08;;;;;315490;MG;Rio Casca;-20.22;-42.65
315470;-21.19;-45.06;;;;;315500;MG;Rio Doce;-20.24;-42.9
315480;-20.08;-43.78;;;;;315510;MG;Rio do Prado;-16.6;-40.56
315490;-20.22;-42.65;;;;;315520;MG;Rio Espera;-20.85;-43.47
315500;-20.24;-42.9;;;;;315530;MG;Rio Manso;-20.26;-44.3
315510;-16.6;-40.56;;;;;315540;MG;Rio Novo;-21.45;-43.12
315520;-20.85;-43.47;;;;;315550;MG;Rio Paranaíba;-19.19;-46.24
315530;-20.26;-44.3;;;;;315560;MG;Rio Pardo de Minas;-15.6;-42.54
315540;-21.45;-43.12;;;;;315570;MG;Rio Piracicaba;-19.92;-43.17
315550;-19.19;-46.24;;;;;315580;MG;Rio Pomba;-21.27;-43.17
315560;-15.6;-42.54;;;;;315590;MG;Rio Preto;-22.08;-43.82
315570;-19.92;-43.17;;;;;315600;MG;Rio Vermelho;-18.29;-43
315580;-21.27;-43.17;;;;;315610;MG;Ritápolis;-21.02;-44.31
315590;-22.08;-43.82;;;;;315620;MG;Rochedo de Minas;-21.62;-43.02
315600;-18.29;-43;;;;;315630;MG;Rodeiro;-21.2;-42.86
315610;-21.02;-44.31;;;;;315640;MG;Romaria;-18.88;-47.58
315620;-21.62;-43.02;;;;;315645;MG;Rosário da Limeira;-20.97;-42.51
315630;-21.2;-42.86;;;;;315650;MG;Rubelita;-16.4;-42.26
315640;-18.88;-47.58;;;;;315660;MG;Rubim;-16.37;-40.53
315645;-20.97;-42.51;;;;;315670;MG;Sabará;-19.88;-43.8
315650;-16.4;-42.26;;;;;315680;MG;Sabinópolis;-18.66;-43.08
315660;-16.37;-40.53;;;;;315690;MG;Sacramento;-19.86;-47.43
315670;-19.88;-43.8;;;;;315700;MG;Salinas;-16.17;-42.29
315680;-18.66;-43.08;;;;;315710;MG;Salto da Divisa;-16;-39.94
315690;-19.86;-47.43;;;;;315720;MG;Santa Bárbara;-19.95;-43.41
315700;-16.17;-42.29;;;;;315725;MG;Santa Bárbara do Leste;-19.97;-42.13
315710;-16;-39.94;;;;;315727;MG;Santa Bárbara do Monte Verde;-21.95;-43.7
315720;-19.95;-43.41;;;;;315730;MG;Santa Bárbara do Tugúrio;-21.24;-43.55
315725;-19.97;-42.13;;;;;315733;MG;Santa Cruz de Minas;-21.12;-44.22
315727;-21.95;-43.7;;;;;315737;MG;Santa Cruz de Salinas;-16.09;-41.74
315730;-21.24;-43.55;;;;;315740;MG;Santa Cruz do Escalvado;-20.23;-42.81
315733;-21.12;-44.22;;;;;315750;MG;Santa Efigênia de Minas;-18.82;-42.44
315737;-16.09;-41.74;;;;;315760;MG;Santa Fé de Minas;-16.69;-45.41
315740;-20.23;-42.81;;;;;315765;MG;Santa Helena de Minas;-16.98;-40.68
315750;-18.82;-42.44;;;;;315770;MG;Santa Juliana;-19.3;-47.52
315760;-16.69;-45.41;;;;;315780;MG;Santa Luzia;-19.77;-43.85
315765;-16.98;-40.68;;;;;315790;MG;Santa Margarida;-20.38;-42.25
315770;-19.3;-47.52;;;;;315800;MG;Santa Maria de Itabira;-19.44;-43.11
315780;-19.77;-43.85;;;;;315810;MG;Santa Maria do Salto;-16.24;-40.14
315790;-20.38;-42.25;;;;;315820;MG;Santa Maria do Suaçuí;-18.19;-42.41
315800;-19.44;-43.11;;;;;315830;MG;Santana da Vargem;-21.24;-45.5
315810;-16.24;-40.14;;;;;315840;MG;Santana de Cataguases;-21.28;-42.55
315820;-18.19;-42.41;;;;;315850;MG;Santana de Pirapama;-19;-44.04
315830;-21.24;-45.5;;;;;315860;MG;Santana do Deserto;-21.95;-43.16
315840;-21.28;-42.55;;;;;315870;MG;Santana do Garambéu;-21.6;-44.1
315850;-19;-44.04;;;;;315880;MG;Santana do Jacaré;-20.89;-45.13
315860;-21.95;-43.16;;;;;315890;MG;Santana do Manhuaçu;-20.1;-41.92
315870;-21.6;-44.1;;;;;315895;MG;Santana do Paraíso;-19.36;-42.56
315880;-20.89;-45.13;;;;;315900;MG;Santana do Riacho;-19.16;-43.71
315890;-20.1;-41.92;;;;;315910;MG;Santana dos Montes;-20.78;-43.69
315895;-19.36;-42.56;;;;;315920;MG;Santa Rita de Caldas;-22.02;-46.33
315900;-19.16;-43.71;;;;;315930;MG;Santa Rita de Jacutinga;-22.14;-44.09
315910;-20.78;-43.69;;;;;315935;MG;Santa Rita de Minas;-19.87;-42.13
315920;-22.02;-46.33;;;;;315940;MG;Santa Rita de Ibitipoca;-21.56;-43.91
315930;-22.14;-44.09;;;;;315950;MG;Santa Rita do Itueto;-19.36;-41.38
315935;-19.87;-42.13;;;;;315960;MG;Santa Rita do Sapucaí;-22.25;-45.7
315940;-21.56;-43.91;;;;;315970;MG;Santa Rosa da Serra;-19.53;-45.96
315950;-19.36;-41.38;;;;;315980;MG;Santa Vitória;-18.83;-50.12
315960;-22.25;-45.7;;;;;315990;MG;Santo Antônio do Amparo;-20.94;-44.91
315970;-19.53;-45.96;;;;;316000;MG;Santo Antônio do Aventureiro;-21.75;-42.81
315980;-18.83;-50.12;;;;;316010;MG;Santo Antônio do Grama;-20.31;-42.6
315990;-20.94;-44.91;;;;;316020;MG;Santo Antônio do Itambé;-18.46;-43.3
316000;-21.75;-42.81;;;;;316030;MG;Santo Antônio do Jacinto;-16.53;-40.17
316010;-20.31;-42.6;;;;;316040;MG;Santo Antônio do Monte;-20.08;-45.29
316020;-18.46;-43.3;;;;;316045;MG;Santo Antônio do Retiro;-15.33;-42.62
316030;-16.53;-40.17;;;;;316050;MG;Santo Antônio do Rio Abaixo;-19.22;-43.25
316040;-20.08;-45.29;;;;;316060;MG;Santo Hipólito;-18.29;-44.22
316045;-15.33;-42.62;;;;;316070;MG;Santos Dumont;-21.45;-43.55
316050;-19.22;-43.25;;;;;316080;MG;São Bento Abade;-21.58;-45.07
316060;-18.29;-44.22;;;;;316090;MG;São Brás do Suaçuí;-20.62;-43.94
316070;-21.45;-43.55;;;;;316095;MG;São Domingos das Dores;-19.52;-42.01
316080;-21.58;-45.07;;;;;316100;MG;São Domingos do Prata;-19.86;-42.96
316090;-20.62;-43.94;;;;;316105;MG;São Félix de Minas;-18.59;-41.48
316095;-19.52;-42.01;;;;;316110;MG;São Francisco;-15.94;-44.86
316100;-19.86;-42.96;;;;;316120;MG;São Francisco de Paula;-20.7;-44.98
316105;-18.59;-41.48;;;;;316130;MG;São Francisco de Sales;-19.86;-49.77
316110;-15.94;-44.86;;;;;316140;MG;São Francisco do Glória;-20.78;-42.26
316120;-20.7;-44.98;;;;;316150;MG;São Geraldo;-20.92;-42.83
316130;-19.86;-49.77;;;;;316160;MG;São Geraldo da Piedade;-18.83;-42.28
316140;-20.78;-42.26;;;;;316165;MG;São Geraldo do Baixio;-18.89;-41.36
316150;-20.92;-42.83;;;;;316170;MG;São Gonçalo do Abaeté;-18.33;-45.83
316160;-18.83;-42.28;;;;;316180;MG;São Gonçalo do Pará;-19.98;-44.85
316165;-18.89;-41.36;;;;;316190;MG;São Gonçalo do Rio Abaixo;-19.82;-43.36
316170;-18.33;-45.83;;;;;316200;MG;São Gonçalo do Sapucaí;-21.89;-45.59
316180;-19.98;-44.85;;;;;316210;MG;São Gotardo;-19.31;-46.04
316190;-19.82;-43.36;;;;;316220;MG;São João Batista do Glória;-20.64;-46.5
316200;-21.89;-45.59;;;;;316225;MG;São João da Lagoa;-16.85;-44.35
316210;-19.31;-46.04;;;;;316230;MG;São João da Mata;-21.93;-45.92
316220;-20.64;-46.5;;;;;316240;MG;São João da Ponte;-15.92;-44
316225;-16.85;-44.35;;;;;316245;MG;São João das Missões;-14.88;-44.09
316230;-21.93;-45.92;;;;;316250;MG;São João del Rei;-21.13;-44.26
316240;-15.92;-44;;;;;316255;MG;São João do Manhuaçu;-20.39;-42.15
316245;-14.88;-44.09;;;;;316257;MG;São João do Manteninha;-18.72;-41.15
316250;-21.13;-44.26;;;;;316260;MG;São João do Oriente;-19.33;-42.15
316255;-20.39;-42.15;;;;;316265;MG;São João do Pacuí;-16.54;-44.51
316257;-18.72;-41.15;;;;;316270;MG;São João do Paraíso;-15.31;-42.01
316260;-19.33;-42.15;;;;;316280;MG;São João Evangelista;-18.54;-42.76
316265;-16.54;-44.51;;;;;316290;MG;São João Nepomuceno;-21.54;-43.01
316270;-15.31;-42.01;;;;;316292;MG;São Joaquim de Bicas;-20.04;-44.27
316280;-18.54;-42.76;;;;;316294;MG;São José da Barra;-20.71;-46.31
316290;-21.54;-43.01;;;;;316295;MG;São José da Lapa;-19.7;-43.95
316292;-20.04;-44.27;;;;;316300;MG;São José da Safira;-18.32;-42.14
316294;-20.71;-46.31;;;;;316310;MG;São José da Varginha;-19.7;-44.55
316295;-19.7;-43.95;;;;;316320;MG;São José do Alegre;-22.32;-45.52
316300;-18.32;-42.14;;;;;316330;MG;São José do Divino;-18.47;-41.38
316310;-19.7;-44.55;;;;;316340;MG;São José do Goiabal;-19.92;-42.7
316320;-22.32;-45.52;;;;;316350;MG;São José do Jacuri;-18.27;-42.66
316330;-18.47;-41.38;;;;;316360;MG;São José do Mantimento;-20;-41.74
316340;-19.92;-42.7;;;;;316370;MG;São Lourenço;-22.11;-45.05
316350;-18.27;-42.66;;;;;316380;MG;São Miguel do Anta;-20.7;-42.71
316360;-20;-41.74;;;;;316390;MG;São Pedro da União;-21.12;-46.61
316370;-22.11;-45.05;;;;;316400;MG;São Pedro dos Ferros;-20.17;-42.52
316380;-20.7;-42.71;;;;;316410;MG;São Pedro do Suaçuí;-18.36;-42.6
316390;-21.12;-46.61;;;;;316420;MG;São Romão;-16.36;-45.06
316400;-20.17;-42.52;;;;;316430;MG;São Roque de Minas;-20.24;-46.36
316410;-18.36;-42.6;;;;;316440;MG;São Sebastião da Bela Vista;-22.15;-45.75
316420;-16.36;-45.06;;;;;316443;MG;São Sebastião da Vargem  Alegre;-21.07;-42.63
316430;-20.24;-46.36;;;;;316447;MG;São Sebastião do Anta;-19.49;-41.98
316440;-22.15;-45.75;;;;;316450;MG;São Sebastião do Maranhão;-18.08;-42.57
316443;-21.07;-42.63;;;;;316460;MG;São Sebastião do Oeste;-20.27;-45
316447;-19.49;-41.98;;;;;316470;MG;São Sebastião do Paraíso;-20.91;-46.99
316450;-18.08;-42.57;;;;;316480;MG;São Sebastião do Rio Preto;-19.29;-43.17
316460;-20.27;-45;;;;;316490;MG;São Sebastião do Rio Verde;-22.21;-44.97
316470;-20.91;-46.99;;;;;316500;MG;São Tiago;-20.91;-44.5
316480;-19.29;-43.17;;;;;316510;MG;São Tomás de Aquino;-20.78;-47.09
316490;-22.21;-44.97;;;;;316520;MG;São Thomé das Letras;-21.72;-44.98
316500;-20.91;-44.5;;;;;316530;MG;São Vicente de Minas;-21.71;-44.44
316510;-20.78;-47.09;;;;;316540;MG;Sapucaí-Mirim;-22.74;-45.74
316520;-21.72;-44.98;;;;;316550;MG;Sardoá;-18.78;-42.36
316530;-21.71;-44.44;;;;;316553;MG;Sarzedo;-20.03;-44.14
316540;-22.74;-45.74;;;;;316555;MG;Setubinha;-17.6;-42.15
316550;-18.78;-42.36;;;;;316556;MG;Sem-Peixe;-20.1;-42.83
316553;-20.03;-44.14;;;;;316557;MG;Senador Amaral;-22.58;-46.17
316555;-17.6;-42.15;;;;;316560;MG;Senador Cortes;-21.8;-42.94
316556;-20.1;-42.83;;;;;316570;MG;Senador Firmino;-20.91;-43.09
316557;-22.58;-46.17;;;;;316580;MG;Senador José Bento;-22.16;-46.17
316560;-21.8;-42.94;;;;;316590;MG;Senador Modestino Gonçalves;-17.94;-43.22
316570;-20.91;-43.09;;;;;316600;MG;Senhora de Oliveira;-20.79;-43.34
316580;-22.16;-46.17;;;;;316610;MG;Senhora do Porto;-18.89;-43.08
316590;-17.94;-43.22;;;;;316620;MG;Senhora dos Remédios;-21.02;-43.58
316600;-20.79;-43.34;;;;;316630;MG;Sericita;-20.47;-42.48
316610;-18.89;-43.08;;;;;316640;MG;Seritinga;-21.9;-44.51
316620;-21.02;-43.58;;;;;316650;MG;Serra Azul de Minas;-18.36;-43.16
316630;-20.47;-42.48;;;;;316660;MG;Serra da Saudade;-19.43;-45.79
316640;-21.9;-44.51;;;;;316670;MG;Serra dos Aimorés;-17.78;-40.24
316650;-18.36;-43.16;;;;;316680;MG;Serra do Salitre;-19.11;-46.68
316660;-19.43;-45.79;;;;;316690;MG;Serrania;-21.54;-46.04
316670;-17.78;-40.24;;;;;316695;MG;Serranópolis de Minas;-15.82;-42.87
316680;-19.11;-46.68;;;;;316700;MG;Serranos;-21.88;-44.5
316690;-21.54;-46.04;;;;;316710;MG;Serro;-18.6;-43.37
316695;-15.82;-42.87;;;;;316720;MG;Sete Lagoas;-19.46;-44.24
316700;-21.88;-44.5;;;;;316730;MG;Silveirânia;-21.15;-43.21
316710;-18.6;-43.37;;;;;316740;MG;Silvianópolis;-22.02;-45.83
316720;-19.46;-44.24;;;;;316750;MG;Simão Pereira;-21.96;-43.31
316730;-21.15;-43.21;;;;;316760;MG;Simonésia;-20.12;-42
316740;-22.02;-45.83;;;;;316770;MG;Sobrália;-19.23;-42.09
316750;-21.96;-43.31;;;;;316780;MG;Soledade de Minas;-22.05;-45.04
316760;-20.12;-42;;;;;316790;MG;Tabuleiro;-21.35;-43.24
316770;-19.23;-42.09;;;;;316800;MG;Taiobeiras;-15.8;-42.23
316780;-22.05;-45.04;;;;;316805;MG;Taparuba;-19.75;-41.61
316790;-21.35;-43.24;;;;;316810;MG;Tapira;-19.92;-46.82
316800;-15.8;-42.23;;;;;316820;MG;Tapiraí;-19.88;-46.02
316805;-19.75;-41.61;;;;;316830;MG;Taquaraçu de Minas;-19.67;-43.68
316810;-19.92;-46.82;;;;;316840;MG;Tarumirim;-19.28;-42
316820;-19.88;-46.02;;;;;316850;MG;Teixeiras;-20.65;-42.85
316830;-19.67;-43.68;;;;;316860;MG;Teófilo Otoni;-17.85;-41.5
316840;-19.28;-42;;;;;316870;MG;Timóteo;-19.58;-42.64
316850;-20.65;-42.85;;;;;316880;MG;Tiradentes;-21.11;-44.17
316860;-17.85;-41.5;;;;;316890;MG;Tiros;-19;-45.96
316870;-19.58;-42.64;;;;;316900;MG;Tocantins;-21.17;-43.01
316880;-21.11;-44.17;;;;;316905;MG;Tocos do Moji;-22.37;-46.09
316890;-19;-45.96;;;;;316910;MG;Toledo;-22.74;-46.37
316900;-21.17;-43.01;;;;;316920;MG;Tombos;-20.9;-42.02
316905;-22.37;-46.09;;;;;316930;MG;Três Corações;-21.69;-45.25
316910;-22.74;-46.37;;;;;316935;MG;Três Marias;-18.2;-45.24
316920;-20.9;-42.02;;;;;316940;MG;Três Pontas;-21.36;-45.51
316930;-21.69;-45.25;;;;;316950;MG;Tumiritinga;-18.97;-41.64
316935;-18.2;-45.24;;;;;316960;MG;Tupaciguara;-18.59;-48.7
316940;-21.36;-45.51;;;;;316970;MG;Turmalina;-17.28;-42.72
316950;-18.97;-41.64;;;;;316980;MG;Turvolândia;-21.87;-45.78
316960;-18.59;-48.7;;;;;316990;MG;Ubá;-21.12;-42.94
316970;-17.28;-42.72;;;;;317000;MG;Ubaí;-16.28;-44.77
316980;-21.87;-45.78;;;;;317005;MG;Ubaporanga;-19.63;-42.1
316990;-21.12;-42.94;;;;;317010;MG;Uberaba;-19.74;-47.93
317000;-16.28;-44.77;;;;;317020;MG;Uberlândia;-18.91;-48.27
317005;-19.63;-42.1;;;;;317030;MG;Umburatiba;-17.25;-40.57
317010;-19.74;-47.93;;;;;317040;MG;Unaí;-16.35;-46.9
317020;-18.91;-48.27;;;;;317043;MG;União de Minas;-19.53;-50.33
317030;-17.25;-40.57;;;;;317047;MG;Uruana de Minas;-16.06;-46.25
317040;-16.35;-46.9;;;;;317050;MG;Urucânia;-20.35;-42.73
317043;-19.53;-50.33;;;;;317052;MG;Urucuia;-16.13;-45.74
317047;-16.06;-46.25;;;;;317057;MG;Vargem Alegre;-19.6;-42.29
317050;-20.35;-42.73;;;;;317060;MG;Vargem Bonita;-20.32;-46.36
317052;-16.13;-45.74;;;;;317065;MG;Vargem Grande do Rio Pardo;-15.4;-42.3
317057;-19.6;-42.29;;;;;317070;MG;Varginha;-21.55;-45.43
317060;-20.32;-46.36;;;;;317075;MG;Varjão de Minas;-18.37;-46.03
317065;-15.4;-42.3;;;;;317080;MG;Várzea da Palma;-17.59;-44.73
317070;-21.55;-45.43;;;;;317090;MG;Varzelândia;-15.7;-44.02
317075;-18.37;-46.03;;;;;317100;MG;Vazante;-17.98;-46.9
317080;-17.59;-44.73;;;;;317103;MG;Verdelândia;-15.58;-43.6
317090;-15.7;-44.02;;;;;317107;MG;Veredinha;-17.39;-42.73
317100;-17.98;-46.9;;;;;317110;MG;Veríssimo;-19.66;-48.3
317103;-15.58;-43.6;;;;;317115;MG;Vermelho Novo;-20.03;-42.26
317107;-17.39;-42.73;;;;;317120;MG;Vespasiano;-19.69;-43.92
317110;-19.66;-48.3;;;;;317130;MG;Viçosa;-20.75;-42.88
317115;-20.03;-42.26;;;;;317140;MG;Vieiras;-20.86;-42.24
317120;-19.69;-43.92;;;;;317150;MG;Mathias Lobato;-18.59;-41.9
317130;-20.75;-42.88;;;;;317160;MG;Virgem da Lapa;-16.8;-42.34
317140;-20.86;-42.24;;;;;317170;MG;Virgínia;-22.33;-45.09
317150;-18.59;-41.9;;;;;317180;MG;Virginópolis;-18.82;-42.7
317160;-16.8;-42.34;;;;;317190;MG;Virgolândia;-18.47;-42.3
317170;-22.33;-45.09;;;;;317200;MG;Visconde do Rio Branco;-21.01;-42.84
317180;-18.82;-42.7;;;;;317210;MG;Volta Grande;-21.77;-42.53
317190;-18.47;-42.3;;;;;317220;MG;Wenceslau Braz;-22.53;-45.36
317200;-21.01;-42.84;;;;;320010;ES;Afonso Cláudio;-20.07;-41.12
317210;-21.77;-42.53;;;;;320013;ES;Águia Branca;-18.98;-40.74
317220;-22.53;-45.36;;;;;320016;ES;Água Doce do Norte;-18.54;-40.97
320010;-20.07;-41.12;;;;;320020;ES;Alegre;-20.76;-41.53
320013;-18.98;-40.74;;;;;320030;ES;Alfredo Chaves;-20.63;-40.75
320016;-18.54;-40.97;;;;;320035;ES;Alto Rio Novo;-19.05;-41.01
320020;-20.76;-41.53;;;;;320040;ES;Anchieta;-20.8;-40.64
320030;-20.63;-40.75;;;;;320050;ES;Apiacá;-21.15;-41.56
320035;-19.05;-41.01;;;;;320060;ES;Aracruz;-19.81;-40.27
320040;-20.8;-40.64;;;;;320070;ES;Atilio Vivacqua;-20.91;-41.19
320050;-21.15;-41.56;;;;;320080;ES;Baixo Guandu;-19.51;-41.01
320060;-19.81;-40.27;;;;;320090;ES;Barra de São Francisco;-18.75;-40.89
320070;-20.91;-41.19;;;;;320100;ES;Boa Esperança;-18.54;-40.29
320080;-19.51;-41.01;;;;;320110;ES;Bom Jesus do Norte;-21.11;-41.67
320090;-18.75;-40.89;;;;;320115;ES;Brejetuba;-20.14;-41.29
320100;-18.54;-40.29;;;;;320120;ES;Cachoeiro de Itapemirim;-20.84;-41.11
320110;-21.11;-41.67;;;;;320130;ES;Cariacica;-20.26;-40.41
320115;-20.14;-41.29;;;;;320140;ES;Castelo;-20.6;-41.18
320120;-20.84;-41.11;;;;;320150;ES;Colatina;-19.53;-40.63
320130;-20.26;-40.41;;;;;320160;ES;Conceição da Barra;-18.59;-39.73
320140;-20.6;-41.18;;;;;320170;ES;Conceição do Castelo;-20.36;-41.24
320150;-19.53;-40.63;;;;;320180;ES;Divino de São Lourenço;-20.62;-41.68
