CODIGO MUNICIPIO;LATITUDE;LONGITUDE;;;;;CÓDIGO MUNICÍPIO;UF;NOME MUNICIPIO;LAT;LONG
250990;-7.64;-35.54;;;;;251020;PB;Nova Olinda;-7.48;-38.04
251000;-6.91;-38.32;;;;;251030;PB;Nova Palmeira;-6.67;-36.42
251010;-6.45;-36.2;;;;;251040;PB;Olho d`Água;-7.22;-37.75
251020;-7.48;-38.04;;;;;251050;PB;Olivedos;-6.99;-36.24
251030;-6.67;-36.42;;;;;251060;PB;Ouro Velho;-7.61;-37.15
251040;-7.22;-37.75;;;;;251065;PB;Parari;-7.32;-36.65
251050;-6.99;-36.24;;;;;251070;PB;Passagem;-7.13;-37.04
251060;-7.61;-37.15;;;;;251080;PB;Patos;-7.02;-37.27
251065;-7.32;-36.65;;;;;251090;PB;Paulista;-6.59;-37.62
251070;-7.13;-37.04;;;;;251100;PB;Pedra Branca;-7.42;-38.06
251080;-7.02;-37.27;;;;;251110;PB;Pedra Lavrada;-6.75;-36.47
251090;-6.59;-37.62;;;;;251120;PB;Pedras de Fogo;-7.4;-35.11
251100;-7.42;-38.06;;;;;251130;PB;Piancó;-7.19;-37.92
251110;-6.75;-36.47;;;;;251140;PB;Picuí;-6.55;-36.34
251120;-7.4;-35.11;;;;;251150;PB;Pilar;-7.26;-35.25
251130;-7.19;-37.92;;;;;251160;PB;Pilões;-6.9;-35.62
251140;-6.55;-36.34;;;;;251170;PB;Pilõezinhos;-6.84;-35.53
251150;-7.26;-35.25;;;;;251180;PB;Pirpirituba;-6.78;-35.49
251160;-6.9;-35.62;;;;;251190;PB;Pitimbu;-7.47;-34.8
251170;-6.84;-35.53;;;;;251200;PB;Pocinhos;-7.07;-36.06
251180;-6.78;-35.49;;;;;251203;PB;Poço Dantas;-6.4;-38.49
251190;-7.47;-34.8;;;;;251207;PB;Poço de José de Moura;-6.57;-38.51
251200;-7.07;-36.06;;;;;251210;PB;Pombal;-6.76;-37.8
251203;-6.4;-38.49;;;;;251220;PB;Prata;-7.69;-37.08
251207;-6.57;-38.51;;;;;251230;PB;Princesa Isabel;-7.73;-37.99
251210;-6.76;-37.8;;;;;251240;PB;Puxinanã;-7.16;-35.96
251220;-7.69;-37.08;;;;;251250;PB;Queimadas;-7.35;-35.89
251230;-7.73;-37.99;;;;;251260;PB;Quixabá;-7.03;-37.14
251240;-7.16;-35.96;;;;;251270;PB;Remígio;-6.9;-35.83
251250;-7.35;-35.89;;;;;251272;PB;Pedro Régis;-6.63;-35.29
251260;-7.03;-37.14;;;;;251274;PB;Riachão;-6.55;-35.64
251270;-6.9;-35.83;;;;;251275;PB;Riachão do Bacamarte;-7.24;-35.66
251272;-6.63;-35.29;;;;;251276;PB;Riachão do Poço;-7.14;-35.29
251274;-6.55;-35.64;;;;;251278;PB;Riacho de Santo Antônio;-7.69;-36.15
251275;-7.24;-35.66;;;;;251280;PB;Riacho dos Cavalos;-6.44;-37.65
251276;-7.14;-35.29;;;;;251290;PB;Rio Tinto;-6.8;-35.08
251278;-7.69;-36.15;;;;;251300;PB;Salgadinho;-7.1;-36.84
251280;-6.44;-37.65;;;;;251310;PB;Salgado de São Félix;-7.35;-35.44
251290;-6.8;-35.08;;;;;251315;PB;Santa Cecília;-7.73;-35.87
251300;-7.1;-36.84;;;;;251320;PB;Santa Cruz;-6.53;-38.06
251310;-7.35;-35.44;;;;;251330;PB;Santa Helena;-6.71;-38.63
251315;-7.73;-35.87;;;;;251335;PB;Santa Inês;-7.62;-38.55
251320;-6.53;-38.06;;;;;251340;PB;Santa Luzia;-6.87;-36.91
251330;-6.71;-38.63;;;;;251350;PB;Santana de Mangueira;-7.55;-38.33
251335;-7.62;-38.55;;;;;251360;PB;Santana dos Garrotes;-7.38;-37.98
251340;-6.87;-36.91;;;;;251365;PB;Joca Claudino;-6.48;-38.47
251350;-7.55;-38.33;;;;;251370;PB;Santa Rita;-7.11;-34.97
251360;-7.38;-37.98;;;;;251380;PB;Santa Teresinha;-7.11;-37.45
251365;-6.48;-38.47;;;;;251385;PB;Santo André;-7.21;-36.63
251370;-7.11;-34.97;;;;;251390;PB;São Bento;-6.48;-37.45
251380;-7.11;-37.45;;;;;251392;PB;São Bentinho;-6.9;-37.72
251385;-7.21;-36.63;;;;;251394;PB;São Domingos do Cariri;-7.63;-36.43
251390;-6.48;-37.45;;;;;251396;PB;São Domingos;-6.81;-37.94
251392;-6.9;-37.72;;;;;251398;PB;São Francisco;-6.61;-38.09
251394;-7.63;-36.43;;;;;251400;PB;São João do Cariri;-7.39;-36.53
251396;-6.81;-37.94;;;;;251410;PB;São João do Tigre;-8.07;-36.84
251398;-6.61;-38.09;;;;;251420;PB;São José da Lagoa Tapada;-6.94;-38.16
251400;-7.39;-36.53;;;;;251430;PB;São José de Caiana;-7.24;-38.3
251410;-8.07;-36.84;;;;;251440;PB;São José de Espinharas;-6.84;-37.32
251420;-6.94;-38.16;;;;;251445;PB;São José dos Ramos;-7.25;-35.38
251430;-7.24;-38.3;;;;;251450;PB;São José de Piranhas;-7.12;-38.5
251440;-6.84;-37.32;;;;;251455;PB;São José de Princesa;-7.73;-38.09
251445;-7.25;-35.38;;;;;251460;PB;São José do Bonfim;-7.16;-37.3
251450;-7.12;-38.5;;;;;251465;PB;São José do Brejo do Cruz;-6.21;-37.35
251455;-7.73;-38.09;;;;;251470;PB;São José do Sabugi;-6.77;-36.79
251460;-7.16;-37.3;;;;;251480;PB;São José dos Cordeiros;-7.39;-36.8
251465;-6.21;-37.35;;;;;251490;PB;São Mamede;-6.92;-37.09
251470;-6.77;-36.79;;;;;251500;PB;São Miguel de Taipu;-7.25;-35.2
251480;-7.39;-36.8;;;;;251510;PB;São Sebastião de Lagoa de  Roça;-7.08;-35.83
251490;-6.92;-37.09;;;;;251520;PB;São Sebastião do Umbuzeiro;-8.15;-37
251500;-7.25;-35.2;;;;;251530;PB;Sapé;-7.09;-35.23
251510;-7.08;-35.83;;;;;251540;PB;Seridó;-6.93;-36.4
251520;-8.15;-37;;;;;251550;PB;Serra Branca;-7.48;-36.66
251530;-7.09;-35.23;;;;;251560;PB;Serra da Raiz;-6.68;-35.44
251540;-6.93;-36.4;;;;;251570;PB;Serra Grande;-7.21;-38.36
251550;-7.48;-36.66;;;;;251580;PB;Serra Redonda;-7.17;-35.67
251560;-6.68;-35.44;;;;;251590;PB;Serraria;-6.82;-35.63
251570;-7.21;-38.36;;;;;251593;PB;Sertãozinho;-6.75;-35.44
251580;-7.17;-35.67;;;;;251597;PB;Sobrado;-7.14;-35.23
251590;-6.82;-35.63;;;;;251600;PB;Solânea;-6.77;-35.69
251593;-6.75;-35.44;;;;;251610;PB;Soledade;-7.05;-36.36
251597;-7.14;-35.23;;;;;251615;PB;Sossêgo;-6.76;-36.25
251600;-6.77;-35.69;;;;;251620;PB;Sousa;-6.76;-38.23
251610;-7.05;-36.36;;;;;251630;PB;Sumé;-7.67;-36.88
251615;-6.76;-36.25;;;;;251640;PB;Tacima;-6.48;-35.63
251620;-6.76;-38.23;;;;;251650;PB;Taperoá;-7.2;-36.82
251630;-7.67;-36.88;;;;;251660;PB;Tavares;-7.63;-37.87
251640;-6.48;-35.63;;;;;251670;PB;Teixeira;-7.22;-37.25
251650;-7.2;-36.82;;;;;251675;PB;Tenório;-6.94;-36.62
251660;-7.63;-37.87;;;;;251680;PB;Triunfo;-6.57;-38.59
251670;-7.22;-37.25;;;;;251690;PB;Uiraúna;-6.51;-38.41
251675;-6.94;-36.62;;;;;251700;PB;Umbuzeiro;-7.69;-35.66
251680;-6.57;-38.59;;;;;251710;PB;Várzea;-6.77;-36.99
251690;-6.51;-38.41;;;;;251720;PB;Vieirópolis;-6.5;-38.25
251700;-7.69;-35.66;;;;;251740;PB;Zabelê;-8.07;-37.09
251710;-6.77;-36.99;;;;;260005;PE;Abreu e Lima;-7.91;-34.9
251720;-6.5;-38.25;;;;;260010;PE;Afogados da Ingazeira;-7.75;-37.63
251740;-8.07;-37.09;;;;;260020;PE;Afrânio;-8.51;-41
260005;-7.91;-34.9;;;;;260030;PE;Agrestina;-8.45;-35.94
260010;-7.75;-37.63;;;;;260040;PE;Água Preta;-8.7;-35.53
260020;-8.51;-41;;;;;260050;PE;Águas Belas;-9.11;-37.12
260030;-8.45;-35.94;;;;;260060;PE;Alagoinha;-8.46;-36.77
260040;-8.7;-35.53;;;;;260070;PE;Aliança;-7.6;-35.23
260050;-9.11;-37.12;;;;;260080;PE;Altinho;-8.48;-36.05
260060;-8.46;-36.77;;;;;260090;PE;Amaraji;-8.38;-35.45
260070;-7.6;-35.23;;;;;260100;PE;Angelim;-8.89;-36.28
260080;-8.48;-36.05;;;;;260105;PE;Araçoiaba;-7.78;-35.09
260090;-8.38;-35.45;;;;;260110;PE;Araripina;-7.57;-40.49
260100;-8.89;-36.28;;;;;260120;PE;Arcoverde;-8.41;-37.05
260105;-7.78;-35.09;;;;;260130;PE;Barra de Guabiraba;-8.42;-35.65
260110;-7.57;-40.49;;;;;260140;PE;Barreiros;-8.81;-35.18
260120;-8.41;-37.05;;;;;260150;PE;Belém de Maria;-8.61;-35.8
260130;-8.42;-35.65;;;;;260160;PE;Belém de São Francisco;-8.75;-38.96
260140;-8.81;-35.18;;;;;260170;PE;Belo Jardim;-8.33;-36.42
260150;-8.61;-35.8;;;;;260180;PE;Betânia;-8.27;-38.03
260160;-8.75;-38.96;;;;;260190;PE;Bezerros;-8.23;-35.79
260170;-8.33;-36.42;;;;;260200;PE;Bodocó;-7.77;-39.94
260180;-8.27;-38.03;;;;;260210;PE;Bom Conselho;-9.17;-36.68
260190;-8.23;-35.79;;;;;260220;PE;Bom Jardim;-7.79;-35.58
260200;-7.77;-39.94;;;;;260230;PE;Bonito;-8.47;-35.72
260210;-9.17;-36.68;;;;;260240;PE;Brejão;-9.02;-36.56
260220;-7.79;-35.58;;;;;260250;PE;Brejinho;-7.34;-37.28
260230;-8.47;-35.72;;;;;260260;PE;Brejo da Madre de Deus;-8.14;-36.37
260240;-9.02;-36.56;;;;;260270;PE;Buenos Aires;-7.72;-35.32
260250;-7.34;-37.28;;;;;260280;PE;Buíque;-8.62;-37.15
260260;-8.14;-36.37;;;;;260290;PE;Cabo de Santo Agostinho;-8.28;-35.03
260270;-7.72;-35.32;;;;;260300;PE;Cabrobó;-8.51;-39.3
260280;-8.62;-37.15;;;;;260310;PE;Cachoeirinha;-8.48;-36.23
260290;-8.28;-35.03;;;;;260320;PE;Caetés;-8.77;-36.62
260300;-8.51;-39.3;;;;;260330;PE;Calçado;-8.74;-36.33
260310;-8.48;-36.23;;;;;260340;PE;Calumbi;-7.94;-38.15
260320;-8.77;-36.62;;;;;260345;PE;Camaragibe;-8.02;-34.98
260330;-8.74;-36.33;;;;;260350;PE;Camocim de São Félix;-8.35;-35.76
260340;-7.94;-38.15;;;;;260360;PE;Camutanga;-7.4;-35.27
260345;-8.02;-34.98;;;;;260370;PE;Canhotinho;-8.88;-36.19
260350;-8.35;-35.76;;;;;260380;PE;Capoeiras;-8.73;-36.62
260360;-7.4;-35.27;;;;;260390;PE;Carnaíba;-7.8;-37.79
260370;-8.88;-36.19;;;;;260392;PE;Carnaubeira da Penha;-8.32;-38.74
260380;-8.73;-36.62;;;;;260400;PE;Carpina;-7.85;-35.25
260390;-7.8;-37.79;;;;;260410;PE;Caruaru;-8.28;-35.97
260392;-8.32;-38.74;;;;;260415;PE;Casinhas;-7.74;-35.72
260400;-7.85;-35.25;;;;;260420;PE;Catende;-8.66;-35.71
260410;-8.28;-35.97;;;;;260430;PE;Cedro;-7.72;-39.23
260415;-7.74;-35.72;;;;;260440;PE;Chã de Alegria;-8;-35.21
260420;-8.66;-35.71;;;;;260450;PE;Chã Grande;-8.23;-35.46
260430;-7.72;-39.23;;;;;260460;PE;Condado;-7.58;-35.1
260440;-8;-35.21;;;;;260470;PE;Correntes;-9.12;-36.33
260450;-8.23;-35.46;;;;;260480;PE;Cortês;-8.47;-35.54
260460;-7.58;-35.1;;;;;260490;PE;Cumaru;-8;-35.69
260470;-9.12;-36.33;;;;;260500;PE;Cupira;-8.61;-35.95
260480;-8.47;-35.54;;;;;260510;PE;Custódia;-8.08;-37.64
260490;-8;-35.69;;;;;260515;PE;Dormentes;-8.44;-40.77
260500;-8.61;-35.95;;;;;260520;PE;Escada;-8.35;-35.22
260510;-8.08;-37.64;;;;;260530;PE;Exu;-7.51;-39.72
260515;-8.44;-40.77;;;;;260540;PE;Feira Nova;-7.95;-35.38
260520;-8.35;-35.22;;;;;260545;PE;Fernando de Noronha;-3.83;-32.41
260530;-7.51;-39.72;;;;;260550;PE;Ferreiros;-7.44;-35.24
260540;-7.95;-35.38;;;;;260560;PE;Flores;-7.86;-37.97
260545;-3.83;-32.41;;;;;260570;PE;Floresta;-8.6;-38.56
260550;-7.44;-35.24;;;;;260580;PE;Frei Miguelinho;-7.94;-35.91
260560;-7.86;-37.97;;;;;260590;PE;Gameleira;-8.58;-35.38
260570;-8.6;-38.56;;;;;260600;PE;Garanhuns;-8.89;-36.49
260580;-7.94;-35.91;;;;;260610;PE;Glória do Goitá;-8;-35.29
260590;-8.58;-35.38;;;;;260620;PE;Goiana;-7.56;-35
260600;-8.89;-36.49;;;;;260630;PE;Granito;-7.71;-39.61
260610;-8;-35.29;;;;;260640;PE;Gravatá;-8.2;-35.56
260620;-7.56;-35;;;;;260650;PE;Iati;-9.04;-36.84
260630;-7.71;-39.61;;;;;260660;PE;Ibimirim;-8.54;-37.68
260640;-8.2;-35.56;;;;;260670;PE;Ibirajuba;-8.58;-36.17
260650;-9.04;-36.84;;;;;260680;PE;Igarassu;-7.83;-34.9
260660;-8.54;-37.68;;;;;260690;PE;Iguaraci;-7.83;-37.51
260670;-8.58;-36.17;;;;;260700;PE;Inajá;-8.9;-37.82
260680;-7.83;-34.9;;;;;260710;PE;Ingazeira;-7.67;-37.45
260690;-7.83;-37.51;;;;;260720;PE;Ipojuca;-8.39;-35.06
260700;-8.9;-37.82;;;;;260730;PE;Ipubi;-7.65;-40.14
260710;-7.67;-37.45;;;;;260740;PE;Itacuruba;-8.83;-38.7
260720;-8.39;-35.06;;;;;260750;PE;Itaíba;-8.94;-37.42
260730;-7.65;-40.14;;;;;260760;PE;Ilha de Itamaracá;-7.74;-34.82
260740;-8.83;-38.7;;;;;260765;PE;Itambé;-7.4;-35.11
260750;-8.94;-37.42;;;;;260770;PE;Itapetim;-7.37;-37.18
260760;-7.74;-34.82;;;;;260775;PE;Itapissuma;-7.77;-34.89
260765;-7.4;-35.11;;;;;260780;PE;Itaquitinga;-7.66;-35.1
260770;-7.37;-37.18;;;;;260790;PE;Jaboatão dos Guararapes;-8.11;-35.01
260775;-7.77;-34.89;;;;;260795;PE;Jaqueira;-8.72;-35.79
260780;-7.66;-35.1;;;;;260800;PE;Jataúba;-7.98;-36.49
260790;-8.11;-35.01;;;;;260805;PE;Jatobá;-9.18;-38.26
260795;-8.72;-35.79;;;;;260810;PE;João Alfredo;-7.85;-35.58
260800;-7.98;-36.49;;;;;260820;PE;Joaquim Nabuco;-8.62;-35.53
260805;-9.18;-38.26;;;;;260825;PE;Jucati;-8.7;-36.48
260810;-7.85;-35.58;;;;;260830;PE;Jupi;-8.71;-36.41
260820;-8.62;-35.53;;;;;260840;PE;Jurema;-8.71;-36.13
260825;-8.7;-36.48;;;;;260845;PE;Lagoa do Carro;-7.84;-35.31
260830;-8.71;-36.41;;;;;260850;PE;Lagoa do Itaenga;-7.93;-35.29
260840;-8.71;-36.13;;;;;260860;PE;Lagoa do Ouro;-9.12;-36.45
260845;-7.84;-35.31;;;;;260870;PE;Lagoa dos Gatos;-8.65;-35.9
260850;-7.93;-35.29;;;;;260875;PE;Lagoa Grande;-8.99;-40.27
260860;-9.12;-36.45;;;;;260880;PE;Lajedo;-8.66;-36.31
260870;-8.65;-35.9;;;;;260890;PE;Limoeiro;-7.87;-35.45
260875;-8.99;-40.27;;;;;260900;PE;Macaparana;-7.55;-35.45
260880;-8.66;-36.31;;;;;260910;PE;Machados;-7.68;-35.51
260890;-7.87;-35.45;;;;;260915;PE;Manari;-8.96;-37.62
260900;-7.55;-35.45;;;;;260920;PE;Maraial;-8.8;-35.82
260910;-7.68;-35.51;;;;;260930;PE;Mirandiba;-8.11;-38.72
260915;-8.96;-37.62;;;;;260940;PE;Moreno;-8.11;-35.09
260920;-8.8;-35.82;;;;;260950;PE;Nazaré da Mata;-7.74;-35.22
260930;-8.11;-38.72;;;;;260960;PE;Olinda;-8;-34.85
260940;-8.11;-35.09;;;;;260970;PE;Orobó;-7.74;-35.6
260950;-7.74;-35.22;;;;;260980;PE;Orocó;-8.61;-39.6
260960;-8;-34.85;;;;;260990;PE;Ouricuri;-7.88;-40.08
260970;-7.74;-35.6;;;;;261000;PE;Palmares;-8.68;-35.59
260980;-8.61;-39.6;;;;;261010;PE;Palmeirina;-9;-36.32
260990;-7.88;-40.08;;;;;261020;PE;Panelas;-8.66;-36
261000;-8.68;-35.59;;;;;261030;PE;Paranatama;-8.92;-36.65
261010;-9;-36.32;;;;;261040;PE;Parnamirim;-8.09;-39.57
261020;-8.66;-36;;;;;261050;PE;Passira;-7.99;-35.58
261030;-8.92;-36.65;;;;;261060;PE;Paudalho;-7.89;-35.18
261040;-8.09;-39.57;;;;;261070;PE;Paulista;-7.94;-34.87
261050;-7.99;-35.58;;;;;261080;PE;Pedra;-8.49;-36.94
261060;-7.89;-35.18;;;;;261090;PE;Pesqueira;-8.35;-36.69
261070;-7.94;-34.87;;;;;261100;PE;Petrolândia;-9.06;-38.3
261080;-8.49;-36.94;;;;;261110;PE;Petrolina;-9.39;-40.5
261090;-8.35;-36.69;;;;;261120;PE;Poção;-8.18;-36.7
261100;-9.06;-38.3;;;;;261130;PE;Pombos;-8.14;-35.39
261110;-9.39;-40.5;;;;;261140;PE;Primavera;-8.33;-35.35
261120;-8.18;-36.7;;;;;261150;PE;Quipapá;-8.82;-36.01
261130;-8.14;-35.39;;;;;261153;PE;Quixaba;-7.71;-37.84
261140;-8.33;-35.35;;;;;261160;PE;Recife;-8.05;-34.88
261150;-8.82;-36.01;;;;;261170;PE;Riacho das Almas;-8.13;-35.85
261153;-7.71;-37.84;;;;;261180;PE;Ribeirão;-8.51;-35.37
261160;-8.05;-34.88;;;;;261190;PE;Rio Formoso;-8.66;-35.15
261170;-8.13;-35.85;;;;;261200;PE;Sairé;-8.32;-35.7
261180;-8.51;-35.37;;;;;261210;PE;Salgadinho;-7.93;-35.63
261190;-8.66;-35.15;;;;;261220;PE;Salgueiro;-8.06;-39.11
261200;-8.32;-35.7;;;;;261230;PE;Saloá;-8.97;-36.68
261210;-7.93;-35.63;;;;;261240;PE;Sanharó;-8.36;-36.56
261220;-8.06;-39.11;;;;;261245;PE;Santa Cruz;-8.23;-40.33
261230;-8.97;-36.68;;;;;261247;PE;Santa Cruz da Baixa Verde;-7.82;-38.15
261240;-8.36;-36.56;;;;;261250;PE;Santa Cruz do Capibaribe;-7.95;-36.2
261245;-8.23;-40.33;;;;;261255;PE;Santa Filomena;-8.16;-40.61
261247;-7.82;-38.15;;;;;261260;PE;Santa Maria da Boa Vista;-8.8;-39.82
261250;-7.95;-36.2;;;;;261270;PE;Santa Maria do Cambucá;-7.84;-35.9
261255;-8.16;-40.61;;;;;261280;PE;Santa Terezinha;-7.37;-37.47
261260;-8.8;-39.82;;;;;261290;PE;São Benedito do Sul;-8.8;-35.95
261270;-7.84;-35.9;;;;;261300;PE;São Bento do Una;-8.52;-36.44
261280;-7.37;-37.47;;;;;261310;PE;São Caitano;-8.32;-36.14
261290;-8.8;-35.95;;;;;261320;PE;São João;-8.87;-36.36
261300;-8.52;-36.44;;;;;261330;PE;São Joaquim do Monte;-8.43;-35.8
261310;-8.32;-36.14;;;;;261340;PE;São José da Coroa Grande;-8.89;-35.14
261320;-8.87;-36.36;;;;;261350;PE;São José do Belmonte;-7.86;-38.75
261330;-8.43;-35.8;;;;;261360;PE;São José do Egito;-7.47;-37.27
261340;-8.89;-35.14;;;;;261370;PE;São Lourenço da Mata;-8;-35.01
261350;-7.86;-38.75;;;;;261380;PE;São Vicente Ferrer;-7.59;-35.49
261360;-7.47;-37.27;;;;;261390;PE;Serra Talhada;-7.98;-38.29
261370;-8;-35.01;;;;;261400;PE;Serrita;-7.93;-39.29
261380;-7.59;-35.49;;;;;261410;PE;Sertânia;-8.07;-37.26
261390;-7.98;-38.29;;;;;261420;PE;Sirinhaém;-8.59;-35.11
261400;-7.93;-39.29;;;;;261430;PE;Moreilândia;-7.63;-39.55
261410;-8.07;-37.26;;;;;261440;PE;Solidão;-7.59;-37.65
261420;-8.59;-35.11;;;;;261450;PE;Surubim;-7.83;-35.75
261430;-7.63;-39.55;;;;;261460;PE;Tabira;-7.59;-37.53
261440;-7.59;-37.65;;;;;261470;PE;Tacaimbó;-8.31;-36.29
261450;-7.83;-35.75;;;;;261480;PE;Tacaratu;-9.1;-38.15
261460;-7.59;-37.53;;;;;261485;PE;Tamandaré;-8.76;-35.1
261470;-8.31;-36.29;;;;;261500;PE;Taquaritinga do Norte;-7.9;-36.04
261480;-9.1;-38.15;;;;;261510;PE;Terezinha;-9.05;-36.62
261485;-8.76;-35.1;;;;;261520;PE;Terra Nova;-8.22;-39.37
261500;-7.9;-36.04;;;;;261530;PE;Timbaúba;-7.5;-35.31
261510;-9.05;-36.62;;;;;261540;PE;Toritama;-7.99;-36.05
261520;-8.22;-39.37;;;;;261550;PE;Tracunhaém;-7.8;-35.24
261530;-7.5;-35.31;;;;;261560;PE;Trindade;-7.76;-40.26
261540;-7.99;-36.05;;;;;261570;PE;Triunfo;-7.83;-38.1
261550;-7.8;-35.24;;;;;261580;PE;Tupanatinga;-8.75;-37.34
261560;-7.76;-40.26;;;;;261590;PE;Tuparetama;-7.6;-37.31
261570;-7.83;-38.1;;;;;261600;PE;Venturosa;-8.57;-36.87
261580;-8.75;-37.34;;;;;261610;PE;Verdejante;-7.92;-38.97
261590;-7.6;-37.31;;;;;261618;PE;Vertente do Lério;-7.77;-35.84
261600;-8.57;-36.87;;;;;261620;PE;Vertentes;-7.9;-35.98
261610;-7.92;-38.97;;;;;261630;PE;Vicência;-7.65;-35.32
261618;-7.77;-35.84;;;;;261640;PE;Vitória de Santo Antão;-8.11;-35.29
261620;-7.9;-35.98;;;;;261650;PE;Xexéu;-8.8;-35.62
261630;-7.65;-35.32;;;;;270010;AL;Água Branca;-9.26;-37.93
261640;-8.11;-35.29;;;;;270020;AL;Anadia;-9.68;-36.3
261650;-8.8;-35.62;;;;;270030;AL;Arapiraca;-9.75;-36.66
270010;-9.26;-37.93;;;;;270040;AL;Atalaia;-9.5;-36.02
270020;-9.68;-36.3;;;;;270050;AL;Barra de Santo Antônio;-9.4;-35.5
270030;-9.75;-36.66;;;;;270060;AL;Barra de São Miguel;-9.84;-35.9
270040;-9.5;-36.02;;;;;270070;AL;Batalha;-9.67;-37.12
270050;-9.4;-35.5;;;;;270080;AL;Belém;-9.57;-36.49
270060;-9.84;-35.9;;;;;270090;AL;Belo Monte;-9.82;-37.27
270070;-9.67;-37.12;;;;;270100;AL;Boca da Mata;-9.64;-36.22
270080;-9.57;-36.49;;;;;270110;AL;Branquinha;-9.24;-36.01
270090;-9.82;-37.27;;;;;270120;AL;Cacimbinhas;-9.39;-36.99
270100;-9.64;-36.22;;;;;270130;AL;Cajueiro;-9.39;-36.15
270110;-9.24;-36.01;;;;;270135;AL;Campestre;-8.84;-35.56
270120;-9.39;-36.99;;;;;270140;AL;Campo Alegre;-9.78;-36.35
270130;-9.39;-36.15;;;;;270150;AL;Campo Grande;-9.95;-36.79
270135;-8.84;-35.56;;;;;270160;AL;Canapi;-9.12;-37.6
270140;-9.78;-36.35;;;;;270170;AL;Capela;-9.4;-36.07
270150;-9.95;-36.79;;;;;270180;AL;Carneiros;-9.48;-37.37
270160;-9.12;-37.6;;;;;270190;AL;Chã Preta;-9.25;-36.29
270170;-9.4;-36.07;;;;;270200;AL;Coité do Nóia;-9.63;-36.57
270180;-9.48;-37.37;;;;;270210;AL;Colônia Leopoldina;-8.9;-35.72
270190;-9.25;-36.29;;;;;270220;AL;Coqueiro Seco;-9.63;-35.8
270200;-9.63;-36.57;;;;;270230;AL;Coruripe;-10.12;-36.17
270210;-8.9;-35.72;;;;;270235;AL;Craíbas;-9.61;-36.76
270220;-9.63;-35.8;;;;;270240;AL;Delmiro Gouveia;-9.38;-37.99
270230;-10.12;-36.17;;;;;270250;AL;Dois Riachos;-9.39;-37.1
270235;-9.61;-36.76;;;;;270255;AL;Estrela de Alagoas;-9.39;-36.75
270240;-9.38;-37.99;;;;;270260;AL;Feira Grande;-9.89;-36.67
270250;-9.39;-37.1;;;;;270270;AL;Feliz Deserto;-10.29;-36.3
270255;-9.39;-36.75;;;;;270280;AL;Flexeiras;-9.27;-35.71
270260;-9.89;-36.67;;;;;270290;AL;Girau do Ponciano;-9.88;-36.82
270270;-10.29;-36.3;;;;;270300;AL;Ibateguara;-8.97;-35.93
270280;-9.27;-35.71;;;;;270310;AL;Igaci;-9.53;-36.63
270290;-9.88;-36.82;;;;;270320;AL;Igreja Nova;-10.12;-36.66
270300;-8.97;-35.93;;;;;270330;AL;Inhapi;-9.21;-37.75
270310;-9.53;-36.63;;;;;270340;AL;Jacaré dos Homens;-9.63;-37.2
270320;-10.12;-36.66;;;;;270350;AL;Jacuípe;-8.84;-35.45
270330;-9.21;-37.75;;;;;270360;AL;Japaratinga;-9.08;-35.25
270340;-9.63;-37.2;;;;;270370;AL;Jaramataia;-9.65;-37
270350;-8.84;-35.45;;;;;270375;AL;Jequiá da Praia;-10.01;-36.02
270360;-9.08;-35.25;;;;;270380;AL;Joaquim Gomes;-9.13;-35.74
270370;-9.65;-37;;;;;270390;AL;Jundiá;-8.93;-35.57
270375;-10.01;-36.02;;;;;270400;AL;Junqueiro;-9.92;-36.47
270380;-9.13;-35.74;;;;;270410;AL;Lagoa da Canoa;-9.82;-36.73
270390;-8.93;-35.57;;;;;270420;AL;Limoeiro de Anadia;-9.74;-36.5
270400;-9.92;-36.47;;;;;270430;AL;Maceió;-9.66;-35.73
270410;-9.82;-36.73;;;;;270440;AL;Major Isidoro;-9.53;-36.98
270420;-9.74;-36.5;;;;;270450;AL;Maragogi;-9.01;-35.22
270430;-9.66;-35.73;;;;;270460;AL;Maravilha;-9.23;-37.34
270440;-9.53;-36.98;;;;;270470;AL;Marechal Deodoro;-9.71;-35.89
270450;-9.01;-35.22;;;;;270480;AL;Maribondo;-9.57;-36.3
270460;-9.23;-37.34;;;;;270490;AL;Mar Vermelho;-9.44;-36.38
270470;-9.71;-35.89;;;;;270500;AL;Mata Grande;-9.11;-37.73
270480;-9.57;-36.3;;;;;270510;AL;Matriz de Camaragibe;-9.15;-35.53
270490;-9.44;-36.38;;;;;270520;AL;Messias;-9.38;-35.84
270500;-9.11;-37.73;;;;;270530;AL;Minador do Negrão;-9.3;-36.86
270510;-9.15;-35.53;;;;;270540;AL;Monteirópolis;-9.6;-37.24
270520;-9.38;-35.84;;;;;270550;AL;Murici;-9.3;-35.94
270530;-9.3;-36.86;;;;;270560;AL;Novo Lino;-8.91;-35.64
270540;-9.6;-37.24;;;;;270570;AL;Olho d`Água das Flores;-9.53;-37.29
270550;-9.3;-35.94;;;;;270580;AL;Olho d`Água do Casado;-9.5;-37.83
270560;-8.91;-35.64;;;;;270590;AL;Olho d`Água Grande;-10.05;-36.81
270570;-9.53;-37.29;;;;;270600;AL;Olivença;-9.51;-37.19
270580;-9.5;-37.83;;;;;270610;AL;Ouro Branco;-9.16;-37.35
270590;-10.05;-36.81;;;;;270620;AL;Palestina;-9.67;-37.32
